V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Signal
135.753,32.734,98.756,158.278,5.869,1330.616,-8.248,1.34,24.158,322.107,0.33,0.244,1,135.614,1.035,2.926,44.701,0.543,1.68,49.714,0.971,503.508,71.319,3.538,-0.555,70.474,-2.331,-0.847,141.792,1
123.749,84.099,89.925,25.703,2.92,411.639,-1.586,2.786,43.903,261.572,1.74,-0.749,0.382,27.812,0.775,-3.117,48.399,-0.694,-0.749,36.706,2.53,448.79,112.34,-0.721,1.652,73.021,2.198,-1.618,185.361,1
66.27,4.478,32.222,178.734,0.649,62.313,2.716,0.822,25.288,237.68,1.239,1.157,0.044,34.809,-0.427,-2.38,43.136,-1.107,-1.918,103.265,-1.985,227.027,81.691,-1.355,0.875,78.044,-2.004,1.152,159.735,1
79.379,12.438,35.696,108.688,5.197,732.966,-5.75,1.729,33.188,197.288,1.335,1.224,0.595,20.294,0.849,0.094,27.092,0.87,1.822,79.545,1.554,202.226,77.678,1.597,-1.08,38.131,-3.6,-2.896,149.902,0
147.334,35.751,105.082,68.35,0.599,41.443,0.845,2.279,1.525,189.365,0.903,1.413,0,59.66,0.323,-2.497,53.862,-0.125,1.552,18.348,2.761,215.468,41.959,-0.668,-0.013,33.885,-1.266,-0.863,75.844,0
139.097,85.454,64.661,56.939,0.683,92.727,2.341,3.072,3.485,161.557,1.616,1.411,0.02,23.866,1.627,1.975,38.579,0.892,-1.325,60.449,2.786,192.439,50.979,1.226,0.89,48.132,1.909,-1.095,99.112,0
137.956,77.799,71.677,43.333,1.099,150.194,-0.004,3.002,0.985,201.324,1.062,-0.313,0.751,31.987,-1.118,0.182,33.965,-0.251,3.056,44.67,0.018,243.396,87.939,-1.095,-2.634,47.433,0.004,0.748,135.372,1
132.329,99.201,91.603,63.479,1.351,141.922,4.473,2.36,39.506,232.855,1.407,0.963,0,41.623,0.354,-2.622,58.578,0.183,-0.268,48.755,-2.647,323.797,97.904,1.545,1.524,34.75,2.896,-2.192,132.654,1
197.88,2.426,100.369,101.199,2.532,157.065,2.248,2.57,30.878,187.918,0.802,1.05,0.968,48.842,0.842,-2.001,39.161,2.19,0.187,80.654,0.144,269.842,65.337,0.696,3.123,34.577,3.228,-2.951,99.914,1
106.796,22.135,78.292,58.085,5,853.817,-6.234,2.825,3.615,232.538,2.924,1.395,0.948,21.17,0.206,0.99,61.904,-0.705,-1.684,15.527,-0.954,250.917,101.963,-2.63,1.737,47.501,2.37,-1.464,149.464,1
88.335,39.128,62.018,111.059,4.632,632.523,-5.362,1.403,3.051,215.017,1.438,1.031,0.996,36.662,1.115,2.175,52.721,0.099,1.208,35.272,2.149,250.534,67.086,-2.357,-1.874,58.548,2.275,-0.8,125.634,0
206.651,31.616,141.569,142.631,1.358,146.475,1.963,2.379,7.461,318.38,1.89,0.167,0,54.775,0.786,-1.332,103.533,0.436,2.598,82.112,2.254,339.616,87.98,-0.878,-0.957,72.091,-2.236,0.176,160.071,0
139.863,44.295,112.253,219.899,0.096,96.425,0.062,1.132,1.725,426.648,0.822,0.3,0,104.616,-0.299,-2.64,85.987,0.786,-2.959,37.692,-2.16,436.542,171.586,-0.302,0.229,64.459,-0.205,1.114,236.045,1
103.943,23.208,84.388,216.383,2.158,286.787,0.12,0.927,5.751,442.604,0.274,0.102,0.244,170.744,0.656,-2.13,46.833,-0.148,-1.67,6.184,3.113,471.383,142.91,2.212,0.965,82.117,0.054,1.306,225.027,0
30.844,36.276,21.8,65.16,0.491,26.124,0.211,0.723,5.423,198.25,0.93,0.043,0,30.976,-1.752,-0.708,28.804,-2.34,-0.287,21.366,-1.927,267.359,35.574,0.276,1.994,34.878,0.766,2.491,138.47,0
152.555,9.368,94.685,87.181,0.319,75.637,-0.024,2.811,20.392,196.447,1.805,1.252,0.005,34.717,-0.914,1.303,62.656,-0.409,-2.215,54.821,-2.375,296.966,54.144,0.119,1.487,44.931,-0.2,-0.151,99.075,1
143.322,57.093,96.799,196.555,0.893,88.28,2.494,1.306,64.423,390.327,1.477,1.342,0,62.78,-0.446,1.928,92.73,0.257,3.028,65.299,2.277,381.823,107.395,-2.088,-0.355,73.88,-1.195,-0.262,234.817,0
146.261,75.284,106.45,27.77,3.074,306.769,-1.554,2.709,48.529,303.677,1.022,-1.252,0.415,49.63,-0.339,2.925,50.741,0.541,-0.797,28.285,2.119,389.673,86.019,0.638,1.288,47.58,-2.436,-0.955,203.306,1
180.222,12.412,110.056,78.19,2.677,159.32,-1.224,2.68,13.94,177.109,1.171,0.554,0.86,42.924,-1.635,-0.822,50.252,-0.234,1.463,55.098,1.699,205.514,42.843,0.585,-1.251,41.09,-2.092,-2.649,83.933,1
133.27,46.694,99.867,57.58,0.687,105.244,5.302,2.49,49.478,208.369,0.58,0.603,0,66.378,1.962,1.467,38.488,1.326,-2.409,15.274,1.279,145.436,56.206,1.985,-1.233,47.297,2.671,1.268,103.502,1
97.002,120.607,80.356,91.568,0.457,133.269,0.473,1.791,47.507,300.778,5.351,-0.225,0.113,20.339,-0.067,-1.114,108.83,-1.062,0.376,37.244,-2.113,492.411,76.712,-0.953,1.61,63.447,-0.496,-2.397,171.609,0
133.477,30.934,50.706,176.176,0.652,79.554,-0.089,1.467,57.89,244.941,1.589,1.414,0.002,26.833,1.846,-2.504,42.628,0.698,2.866,113.659,-2.969,321.656,82.019,-0.457,0.504,52.841,0.196,-0.521,175.479,1
118.383,21.504,60.814,78.676,7.199,1492.107,-12.919,2.583,5.844,142.658,1.172,1.347,0.984,27.914,0.395,0.868,32.718,-0.263,-2.917,61.026,2.88,170.548,45.105,3.794,0.052,36.921,-3.406,-0.812,82.026,1
93.861,25.621,65.629,113.615,5.161,649.861,-6.274,1.62,71.368,219.311,2.111,0.386,0.847,25.765,-0.171,3.009,54.389,-1.673,-2.668,43.838,-2.137,258.654,56.656,-3.202,-0.437,43.087,1.959,0.261,139.156,0
127.49,97.224,105.129,98.562,0.171,55.783,1.173,1.8,27.402,210.07,1.639,-0.126,0,41.837,2.015,0.278,68.565,0.386,1.044,44.03,-1.128,363.435,59.846,1.172,-2.128,39.823,1.001,3.045,99.669,0
116.987,73.296,103.048,42.082,2.583,139.317,0.475,2.115,33.89,169.274,1.132,-1.397,0.656,44.156,-2.237,-2.771,49.97,-0.625,2.144,31.852,-0.185,120.282,43.633,-0.172,-0.563,31.515,-2.755,-2.34,75.147,1
79.676,9.459,43.116,201.645,3.593,480.081,-3.099,0.908,37.332,331.417,1.756,1.196,1,35.843,-0.315,-2.523,62.93,0.323,-1.878,107.918,-1.993,417.776,162.514,2.156,1.257,38.819,-1.437,-0.323,232.644,0
114.567,27.099,54.235,128.234,2.996,345.092,-1.941,1.797,39.694,271.785,1.165,1.334,0.31,32.058,-2.301,-1.151,37.344,-2.171,0.641,86.145,0.158,350.169,99.353,0.947,-2.865,65.646,-2.049,-3.121,202.383,0
106.577,20.866,70.983,29.013,0.971,82.026,-0.13,2.751,3.052,147.917,0.763,1.411,0.482,40.484,-0.544,-2.476,30.887,-0.09,0.237,14.024,-0.813,267.633,42.434,-0.161,1.02,34.112,0.81,-2.854,76.546,0
86.038,37.097,56.371,106.937,4.224,455.044,-1.343,1.521,26.502,191.517,1.318,1.406,0.096,35.011,1.04,-2.417,46.131,1.47,-0.958,46.607,-1.781,308.189,57.219,-3.878,0.716,53.156,0.346,1.839,110.375,0
116.751,6.849,58.171,108.046,4.056,491.567,-3.999,2.07,32.859,207.442,1.129,1.125,0.445,30.938,0.948,-1.246,34.943,1.486,3.039,79.544,-3.115,246.153,97.264,-2.366,0.301,44.298,1.69,-0.194,141.562,1
64.153,60.693,40.419,295.713,0.345,197.908,0.16,0.614,8.118,530.146,5.653,1.175,0,27.844,1.437,0.741,157.396,1.741,1.275,118.69,0.827,641.426,314.885,0.609,-2.055,30.02,0.263,1.63,344.905,0
107.913,40.966,75.851,51.381,0.548,193.088,1.7,2.348,42.687,300.931,1.383,-0.869,0.001,30.383,-0.61,-1.654,42.019,0.6,2.616,41.671,1.593,378.438,94.456,1.606,0.486,90.653,1.059,-2.57,228.529,0
85.426,4.398,24.95,365.468,2.393,539.572,-1.051,0.515,50.163,551.661,0.493,1.123,0.725,69.06,0.971,1.157,34.033,1.296,0.756,266.012,0.803,531.164,302.174,-0.579,-2.365,95.999,1.814,-1.36,448.568,0
117.862,28.897,58.197,184.274,2.779,833.072,-0.077,1.235,82.376,590.664,0.656,1.393,0.074,60.908,-0.423,-2.406,39.948,-0.883,-1.259,100.171,-1.72,672.275,270.285,-0.028,1.275,142.741,2.751,-1.39,489.809,1
131.527,18.104,77.629,380.747,3.311,1005.602,-2.711,0.929,26.956,626.698,2.851,0.847,0.977,49.848,0.661,-1.19,142.13,0.081,-1.916,202.322,-2.023,653.116,251.12,1.483,0.931,152.742,-1.828,1.923,434.721,1
103.44,50.872,64.662,163.612,5.222,1167.905,-6.159,1.281,30.158,299.797,0.888,1.123,0.912,54.059,-0.77,-2.872,47.983,-1.604,-1.9,75.895,-2.77,373.557,147.456,1.8,0.485,50.299,-3.422,1.232,197.755,1
101.346,50.77,73.322,38.946,5.8,963.047,-8.41,2.815,2.084,191.829,2.683,1.403,0.931,22.35,-1.113,1.213,59.96,-0.752,-1.579,15.104,0.429,239.184,69.157,2.926,1.686,40.362,-2.874,-1.915,109.519,1
220.382,124.173,103.672,93.131,0.674,286.997,0.333,2.623,40.009,423.981,2.305,0.879,0.175,27.114,-0.548,-2.512,62.497,1.113,1.741,80.696,-2.415,455.453,195.333,0.331,0.792,98.519,1.005,-1.867,334.37,0
113.319,27.944,82.082,79.223,1.1,431.558,-0.221,2.525,173.555,683.612,3.248,1.386,0.196,23.553,-0.617,-1.573,76.493,-0.987,0.924,21.53,0.221,675.787,205.511,-0.835,1.583,203.608,0.265,-2.567,583.565,0
97.325,43.695,38.948,181.571,2.651,432.966,-1.094,1.133,40.557,325.595,1.01,1.212,0.003,34.398,-1.63,-2.173,34.728,-2.38,-3.023,120.064,-2.332,449.153,193.034,-0.511,0.159,63.435,2.14,2.154,256.469,0
77.489,33.024,50.187,148.465,0.215,50.937,0.472,1.039,24.022,284.194,0.687,0.994,0,57.955,1.13,0.922,39.833,0.361,0.223,57.819,0.926,419.691,80.921,0.588,-2.032,54.272,0.803,-2.717,186.406,0
120.125,0.896,63.96,216.984,0.847,91.492,4.111,1.019,4.473,385.756,0.241,0.98,0,133.36,-0.254,-0.302,32.138,-0.38,0.709,83.189,0.726,447.317,174.812,1.648,-2.863,45.446,2.495,2.983,220.258,1
86.381,9.701,44.468,247.165,1.016,101.924,0.355,0.722,4.407,415.981,0.183,0.682,0.643,144.39,0.922,-1.011,26.372,0.446,-1.554,92.402,-1.751,461.718,215.083,1.291,1.846,30.135,0.275,1.522,245.219,0
80.832,23.555,57.183,161.303,2.942,831.42,-1.36,1.3,24.807,504.043,4.421,0.665,0.55,22.414,0.361,-2.948,99.097,0.242,-1.653,58.851,-1.343,482.301,251.88,0.575,1.744,130.651,-2.368,-1.014,382.532,0
165.428,83.688,149.814,24.767,2.291,212.828,5.407,2.875,10.807,270.73,0.894,-1.248,0.157,40.964,-1.771,0.888,36.63,1.032,1.526,50.831,-2.109,283.101,72.99,3.738,-2.339,50.863,1.447,0.685,193.136,0
82.549,13.524,57.131,156.906,3.754,496.331,-2.06,1.086,1.574,263.906,2.142,0.536,0.843,34.282,0.645,0.33,73.419,-0.433,0.461,49.969,0.237,225.71,87.828,0.667,-2.793,68.377,-3.086,-2.784,156.205,0
114.052,25.676,68.185,75.914,3.895,996.637,-3.639,1.773,77.63,587.577,0.511,0.175,0.932,60.322,0.339,-1.849,30.841,-0.123,-0.137,59.779,0.47,719.597,141.807,2.34,2.924,137.734,-1.555,0.471,496.415,1
91.722,26.825,67.554,274.712,0.526,467.756,0.054,0.655,117.911,841.445,1.206,0.421,0.057,92.383,-0.733,1.637,111.444,-0.094,1.493,72.868,1.792,888.034,316.114,0.614,-1.793,207.236,0.089,0.314,637.617,0
31.35,104.583,27.218,13.653,1.538,381.635,2.012,0.877,19.293,360.912,2.38,-1.414,0.864,20.736,1.398,0.677,49.356,1.32,1.55,58.238,-2.037,412.014,146.408,0.844,-2.001,144.412,2.382,0.919,290.82,0
111.135,54.486,60.87,91.584,1.032,59.665,0.345,1.913,24.212,169.361,1.546,1.263,0,27.231,0.08,-1.541,42.108,-0.941,3.125,48.529,-1.864,208.407,63.304,0.266,0.846,36.717,1.298,0.372,100.021,0
119.242,23.858,64.856,116.197,5.154,1094.08,-5.69,1.875,5.879,248.982,0.91,1.403,0.671,35.635,0.73,-2.261,32.43,-0.653,2.756,61.531,-2.987,313.686,126.667,-1.602,-0.224,54.249,3.552,1.866,180.917,1
107.508,8.454,70.589,33.564,3.31,589.296,-1.955,3.11,2.204,269.217,1.309,-0.057,0.14,21.756,-0.399,1.451,28.473,1.435,-1.06,23.517,-1.389,259.289,124.603,-2.541,2.006,94.385,0.769,-1.213,218.988,1
165.567,33.821,111.852,84.216,0.521,29.136,-0.013,2.716,28.872,174.425,0.386,1.363,0.181,68.2,1.19,-1.894,26.349,-0.576,0.171,24.229,-1.296,212.802,46.967,-0.496,1.48,32.909,0.026,1.165,79.876,1
188.611,80.593,146.465,34.074,0.784,38.681,5.442,3.486,23.86,182.532,2.423,-1.413,0.502,35.167,-0.439,2.149,85.196,-2.04,-1.037,20.72,1.531,158.465,31.16,-1.974,2.17,31.009,-2.757,3.11,62.169,0
113.093,78.43,88.043,36.875,4.838,548.74,-4.247,2.661,28.705,187.518,2.695,-1.414,0.98,24.219,2.049,1.207,65.275,0.921,-2.666,33.683,-0.684,241.288,56.148,-1.152,-0.776,41.875,3.686,1.702,98.023,0
88.332,32.156,57.333,42.263,5.392,723.375,-7.046,2.343,88.285,167.137,1.093,-1.081,0.668,29.566,-1.94,2.043,32.327,-2.186,-0.287,44.344,-1.164,173.887,72.777,2.223,-0.315,32.466,-3.169,2.163,105.244,0
81.529,3.016,38.074,246.755,0.614,107.435,0.011,0.799,79.651,346.052,1.475,1.046,0.001,40.056,-0.739,-0.007,59.092,-0.498,0.755,156.605,0.723,383.686,96.717,0.632,-2.884,92.703,0.018,-1.953,246.904,0
98.696,48.52,77.892,129.663,3.493,684.178,-3.02,1.152,6.44,374.621,1.301,0.337,0.756,60.57,1.381,1.948,78.798,0.75,0.984,14.324,2.597,457.591,121.353,1.573,-0.708,113.899,-1.92,-2.736,235.253,0
243.238,16.74,77.8,204.235,3.71,583.917,-3.418,2.687,26.771,255.567,0.749,0.596,0.806,37.665,-2.133,2.544,28.219,-0.709,0.266,204.813,0.045,400.178,113.968,-1.703,3.053,75.714,2.008,-2.497,189.683,0
200.358,38.062,134.013,165.764,1.926,749.652,0.376,2.194,57.891,739.735,2.188,1.331,0.672,43.708,1.816,1.389,95.648,0.535,-0.392,69.255,0.08,810.63,377.644,0.179,-2.888,165.937,2.105,0.539,600.379,0
228.805,17.415,160.48,76.488,1.78,135.711,-0.782,3.198,4.365,223.105,0.347,1.414,0.56,78.525,1.61,1.83,27.269,-0.776,-2.325,10.523,2.879,279.941,86.508,-0.989,-0.498,30.802,0.791,-2.437,117.311,0
147.712,1.715,102.278,139.322,5.709,1632.304,-8.094,1.764,1.973,346.62,0.484,0.945,0.638,78.483,0.642,-1.896,37.955,2.145,-0.974,40.027,-0.93,371.094,181.94,3.087,1.831,48.241,-2.622,-0.948,230.182,1
141.666,9.217,100.331,137.929,0.706,76.449,4.906,1.881,1.409,272.162,2.198,0.851,0,39.116,-1.971,-2.65,85.995,-1.109,1.961,52.697,1.824,344.151,82.995,-1.89,-1.262,64.057,-2.596,-0.56,147.052,1
122.371,30.852,56.258,231.907,3.871,869.84,-2.62,0.999,129.419,560.994,0.518,0.576,0.897,81.177,-0.644,-0.989,42.085,-0.422,-0.014,155.369,0.369,774.114,134.529,-2.996,-2.127,118.622,0.874,3.106,437.732,1
173.728,83.692,135.694,62.356,2.048,708.429,-0.499,2.42,88.246,671.533,2.177,-1.251,0.187,39.823,0.574,2.148,86.709,2.067,0.244,20.7,-2.584,893.287,248.543,1.765,-0.144,204.428,-0.282,-3.043,545.001,0
127.72,60.761,104.795,81.18,1.429,113.007,5.1,2.175,31.718,194.917,3.16,-0.625,0,22.8,1.823,-0.28,72.055,-0.298,0.203,14.544,2.639,267.738,69.206,-1.654,-2.25,30.857,-3.083,1.756,100.063,0
153.84,15.785,93.34,80.533,4.073,582.368,-3.113,2.413,40.378,305.495,0.327,1.346,0.98,80.944,2.18,0.699,26.433,1.304,-1.549,34.173,-1.018,488.677,86.613,-1.02,-2.453,64.519,3.053,1.142,198.119,1
133.712,54.705,90.465,49.439,4.071,614.462,-3.957,3.324,53.973,326.717,0.553,1.357,0.786,51.254,0.225,-2.867,28.338,1.429,0.231,26.463,-2.815,380.331,88.105,-1.604,-0.573,70.617,2.467,2.767,247.125,1
127.965,14.702,75.261,88.051,5.211,624.884,-5.974,1.971,3.933,189.16,0.45,1.312,0.978,66.521,-0.177,-0.888,29.953,-0.518,-2.83,38.201,-2.392,224.832,48.801,-3.508,0.99,43.884,1.703,1.855,92.685,1
145.035,40.814,68.691,125.956,1.148,158.796,2.763,2.287,30.799,262.708,1.119,1.382,0.339,34.234,1.803,-1.194,38.321,1.161,2.894,93.747,-2.695,301.308,93.59,1.185,-0.081,64.462,2.333,1.79,190.154,0
69.788,27.382,53.086,224.294,0.728,508.567,0.337,0.782,94.341,768.876,4.882,0.618,0.032,31.47,-1.449,-1.051,153.632,-1.362,-1.829,50.575,-2.141,825.189,292.619,-1.049,1.723,209.055,-0.322,-0.811,583.774,0
162.482,9.994,81.913,60.318,5.863,792.829,-8.513,2.385,45.194,177.169,0.527,0.541,0.761,60.638,-1.366,1.049,31.942,-1.25,-1.333,67.357,-1.549,265.669,42.598,-2.649,0.852,41.991,3.213,2.246,84.589,1
88.494,44.16,62.917,123.138,2.774,301.971,-1.86,1.239,55.41,326.736,0.53,0.836,0.419,73.909,-1.318,3.002,39.163,-1.043,1.794,31.507,-3.13,439.959,86.373,1.638,-1.07,71.855,-1.135,-0.392,213.664,0
116.881,38.947,68.163,222.241,0.377,90.838,2.074,1.02,43.399,384.06,0.71,1.323,0.268,79.76,0.998,-2.72,56.598,1.669,-1.951,95.715,-2.487,356.593,110.997,1.641,1.203,95.438,1.264,0.44,247.702,1
101.773,7.531,54.768,46.132,1.183,65.141,2.706,2.747,13.432,128.442,0.91,1.288,0.621,28.91,1.826,1.001,26.315,2.156,-2.555,42.244,-2.781,263.347,37.436,1.157,0.86,35.781,2.339,-0.444,73.217,1
142.591,17.299,59.433,236.825,0.607,505.118,0.222,1.278,53.346,876.804,0.908,1.378,0,46.803,-0.132,0.396,42.49,1.014,-0.172,151.279,0.045,978.612,317.585,-0.864,-2.128,209.054,-0.257,1.786,787.511,1
98.169,38.239,74.143,69.372,2.143,121.749,-0.851,2.074,34.372,207.146,2.4,1.379,0.89,26.815,0.299,-2.592,64.346,0.91,-0.61,15.002,-1.936,299.42,42.388,1.616,2.134,40.951,-0.527,0.662,115.985,1
237.172,80.686,120.409,23.301,4.855,373.503,-5.271,3.783,4.613,135.023,1.593,0.034,0.343,26.804,-0.639,2.57,42.706,1.722,-0.386,38.197,2.66,239.263,32.959,1.639,0.432,32.555,-3.216,-1.842,65.513,0
131.745,37.099,88.476,54.512,1.764,319.702,-0.097,2.705,20.567,347.72,0.845,1.414,0.144,44.197,0.617,2.572,37.347,-0.402,0.065,28.848,1.266,454.531,147.413,-0.057,-2.233,86.022,1.708,0.774,266.177,1
120.522,21.806,77.468,67.475,0.79,148.149,0.077,2.241,41.264,251.275,0.444,1.407,0,64.502,1.879,-2.705,28.651,1.967,-0.466,21.21,-1.382,577.534,112.378,0.877,1.258,45.744,0.088,-2.624,158.122,0
125.814,1.772,69.281,179.934,0.904,109.816,3.288,1.229,0.701,316.561,0.728,0.971,0.018,69.478,1.359,-0.737,50.573,0.962,0.426,91.036,0.452,352.106,154.301,1.417,-2.864,42.209,2.32,2.417,196.511,1
126.326,17.044,82.107,80.306,2.531,167.051,-1.446,2.259,1.991,188.389,1.285,1.294,0.947,37.729,0.092,2.44,48.466,-0.689,0.319,39.198,0.713,185.783,70.712,-1.659,-2.617,31.482,0.872,-1.159,102.194,1
116.579,7.017,71.054,60.77,0.246,95.441,2.133,2.49,17.814,176.293,0.997,1.191,0,34.562,-0.115,-0.18,34.444,0.791,2.14,40.886,1.952,232.813,67.549,1.343,-1.237,39.738,1.589,2.846,107.287,1
118.45,58.76,82.405,194.157,0.719,71.763,0.857,1.629,51.934,387.789,4.916,0.216,0,20.633,-2.142,1.417,101.425,-0.544,1.734,84.967,2.378,480.408,103.697,1.353,-1.546,64.303,0.634,-1.212,265.731,0
101.423,76.954,66.064,147.405,2.587,372.27,3.12,1.279,18.708,364.956,2.436,1.097,0.904,35.257,-1.534,-0.341,85.9,-1.779,0.915,57.304,-0.246,495.854,200.333,-0.896,-2.664,43.465,-3.483,0.865,243.799,1
282.93,91.028,147.236,31.947,1.31,92.695,1.646,4.159,16.68,172.583,1.879,-1.027,0.77,21.376,-1.377,0.301,40.163,1.775,-2.412,51.579,0.741,268.863,43.823,2.096,2.204,36.341,0.785,-1.856,111.044,0
115.159,34.519,76.849,126.79,2.631,472.328,-0.134,2.061,20.155,344.194,3.133,1.354,0.719,23.295,0.432,1.036,72.991,-0.508,-0.798,56.937,-0.256,379.273,148.641,0.052,1.884,99.267,-2.579,-2.257,247.908,1
103.79,69.64,83.194,3.352,2.977,443.79,-2.204,2.278,68.369,268.5,0.676,-1.402,0.991,44.303,-1.839,-3.06,29.962,-0.255,-1.423,51.361,0.761,382.982,112.237,-1.598,1.537,81.999,1.379,-2.215,194.235,0
87.765,80.739,65.616,15.602,3.997,780.564,-3.881,2.424,64.476,284.016,1.85,-1.14,0.245,23.97,-1.19,2.925,44.343,-2.036,0.654,36.906,-2.359,347.007,136.788,-1.663,-1.65,78.915,2.333,1.729,215.703,0
94.508,28.78,70.064,169.056,1.459,212.357,8.115,1.064,35.74,383.595,1.651,0.358,0.089,49.072,0.764,-2.942,80.998,1.806,3.127,42.424,-2.66,413.376,172.248,2.211,0.121,43.884,3.67,2.372,253.525,0
118.763,24.911,84.616,209.43,1.44,174.767,-0.107,1.132,12.169,396.45,0.335,0.209,0.879,123.012,0.728,2.445,41.148,-0.382,2.665,55.772,-3.092,526.01,175.567,0.079,-0.274,56.723,-1.361,-1.018,232.29,1
104.959,4.295,54.99,154.639,1.503,179.878,1.483,1.496,56.556,246.388,1.686,1.059,0.727,31.043,2.018,-2.54,52.352,1.855,2.256,95.45,2.317,369.291,117.186,2.183,-0.258,45.806,0.679,-2.445,162.993,0
102.628,9.764,40.195,214.331,2.562,440.583,-1.601,0.932,21.928,385.436,0.364,1.204,0.246,74.071,-1.667,1.387,26.991,-1.716,0.457,129.093,0.622,483.108,223.458,-1.48,-1.996,60.915,1.082,2.096,284.374,0
139.061,92.944,69.398,42.474,5.267,1009.536,-6.824,2.659,2.625,221.289,1.692,0.865,0.987,26.846,0.489,2.441,45.429,0.031,-1.223,50.202,2.384,264.368,93.11,-2.3,0.253,55.904,2.967,-2.563,149.014,1
104.872,11.475,59.399,122.936,2.055,151.319,5.718,1.451,1.496,213.114,0.563,1.245,0.02,58.131,1.103,0.596,32.739,0.565,1.943,56.313,1.675,206.865,64.046,1.575,-1.903,58.198,3.63,-1.715,122.244,1
122.695,1.963,79.292,58.287,1.367,107.133,2.017,2.379,14.081,216.535,1.043,0.924,0.021,41.808,-0.278,2.489,43.608,-0.229,0.11,38.278,0.062,268.642,58.74,-0.893,-1.612,39.369,-2.259,2.714,131.119,1
174.497,63.011,57.395,128.062,3.428,440.65,-1.615,2.197,78.418,281.872,2.394,1.411,0.079,20.797,1.471,-0.488,49.782,1.58,1.706,91.095,0.732,275.653,126.161,0.564,-1.957,47.809,-2.865,0.242,211.293,0
106.772,13.15,71.335,16.106,4.068,510.287,-2.458,2.591,21.587,207.612,0.692,-1.01,0.992,44.446,-1.326,-1.128,30.735,-1.481,1.458,18.346,2.019,226.136,76.137,-3.33,-2.667,56.293,0.738,0.116,132.431,0
319.368,20.3,166.638,164.974,2.467,368.437,-0.124,4.004,25.569,331.068,3.07,1.269,0.982,20.055,2.017,-1.825,61.562,-1.014,1.841,119.647,2.078,403.821,200.343,0.052,-1.072,49.107,-2.415,2.574,249.45,1
249.865,24.434,165.481,132.547,0.754,59.695,0.143,2.382,44.255,357.388,1.069,1.264,0.127,81.723,-0.719,0.398,87.331,0.008,-1.87,70.784,-1.558,541.029,88.827,-0.911,1.578,56.716,-0.157,1.774,188.334,0
143.058,1.182,91.983,87.45,1.479,411.259,-0.318,2.475,7.444,386.424,0.824,1.12,0.026,32.394,-1.516,1.398,26.703,0.932,1.026,29.618,1.068,462.622,191.34,0.262,-1.371,135.987,-1.217,2.152,327.327,1
131.775,15.008,73.53,74.331,5.534,659.156,-6.058,2.964,3.156,158.871,1.347,1.376,0.91,31.391,0.745,-1.019,42.293,0.416,2.319,61.511,2.614,217.647,52.266,4.032,-0.818,32.921,-1.503,0.12,85.187,0
89.725,50.528,70.046,205.376,3.171,512.191,0.147,0.79,55.753,479.361,0.528,0.466,0.506,123.753,0.7,0.006,65.318,0.323,0.701,32.991,-0.45,518.524,194.087,0.046,-3.139,52.221,3.216,-0.48,290.29,0
144.647,62.663,59.558,103.324,0.426,64.38,8.588,2.099,40.633,186.159,1.268,1.394,0,29.94,1.69,-0.302,37.957,1.257,1.752,70.149,0.447,206.812,44.941,-3.151,-1.674,42.86,-2.725,3.106,118.262,0
138.606,17.71,82.469,159.483,1.742,135.281,5.214,1.762,24.875,235.652,1.903,1.235,0.05,34.139,2.133,0.349,64.958,0.935,1.641,78.756,1.393,277.478,86.581,3.315,-1.899,49.975,1.573,-1.9,136.555,1
84.989,8.214,53.558,168.796,0.389,84.202,0.138,1.241,1.282,280.042,3.037,0.651,0,23.352,1.351,1.391,70.926,0.135,1.142,75.692,1.029,244.849,142.561,-0.225,-2.243,43.202,-0.614,-1.222,185.763,0
69.591,28.716,41.922,119.268,2.658,185.291,-1.397,1.257,24.003,205.455,1.761,0.454,0.814,25.802,0.532,-1.263,45.434,1.21,-0.205,69.652,0.311,376.034,53.952,1.936,-2.954,48.942,-0.722,2.594,134.218,0
78.365,43.116,35.448,239.773,1.215,213.178,-0.262,0.819,67.858,447.58,4.905,1.413,0.956,20.018,-0.026,-0.423,98.189,-0.198,0.377,128.738,-0.008,354.361,151.365,-0.934,3.11,113.565,0.281,-2.152,329.373,0
80.141,6.659,56.838,56.789,2.138,173.921,-0.944,1.805,5.017,192.76,1.33,0.679,0.297,30.709,2.108,-2.453,40.857,1.625,2.091,15.195,1.822,211.438,89.603,1.515,-0.437,31.591,-0.623,2.795,121.194,0
137.087,6.056,100.636,93.324,4.04,632.945,-2.75,2.026,24.521,434.227,1.747,1.139,0.903,42.824,1.099,1.101,74.826,1.8,3.001,21.714,2.851,421.965,89.145,-0.867,-1.803,77.287,3.174,0.384,316.577,1
98.532,41.627,43.764,233.313,1.187,188.221,-0.336,0.878,53.867,456.837,0.674,1.374,0.56,62.683,-0.335,2.466,42.253,-0.323,-2.939,137.945,2.792,546.273,267.685,0.723,-0.549,44.015,-0.464,0.697,351.902,0
121.681,6.041,73.202,198.114,2.639,295.942,-1.738,1.148,31.017,412.518,0.262,0.838,0.984,126.071,0.953,2.492,32.986,0.231,-2.899,65.09,-2.769,515.415,182.449,1.383,0.001,38.006,-1.257,-0.609,253.461,1
